track_id,artist_name,title,genre,mode,duration,artist_hotttnesss,key,loudness,tempo,time_signature,artist_familiarity
TRAJBTZ12903CB818C,The Del McCoury Band,Asheville Turnaround,folk,0,154.74893,0.362218957,0,-9.059,177.945,4,0.608703568
TRAJBSL128F428A021,Jim Reeves,I Guess I'm Crazy,classic pop and rock,1,145.13587,0.462190105,4,-12.653,91.318,4,0.624252499
TRAJSHB128F92FCC80,Stephen Marley / Damian Marley,The Traffic Jam,soul and reggae,1,247.17016,0.477178834,9,-8.476,165.886,4,0.724813068
TRAJSCN12903D0CBAA,Enter the Haggis,Widow's Walk,folk,0,381.54404,0.40738683,7,-10.211,134.819,4,0.619747147
TRAJSCW128F9335F78,The Chi-Lites,Love Of My Life,classic pop and rock,0,260.98893,0.403000799,11,-9.588,90.101,4,0.607260129
TRAJDTK128F429FFDF,Jim Reeves,I'd Like To Be,classic pop and rock,1,121.73016,0.462190105,11,-12.744,151.73,3,0.624252499
TRAJLOR128F428CCC9,Patti Smith,Wing,classic pop and rock,1,293.53751,0.504964406,2,-12.359,146.454,3,0.737001277
TRAJPCX12903CE8ACB,The Chap,Gimme Legs,classic pop and rock,0,213.89016,0.457611174,7,-7.345,120.188,4,0.612657824
TRAJWGG12903CB81AF,The Del McCoury Band,Led By the Master's Hand,folk,1,173.97506,0.362218957,7,-9.329,140.9,1,0.608703568
TRAJZXZ128F4285158,The Chieftains;Colin James,CÌ¼nla/The Friar's Breeches,folk,1,218.33098,0.378969801,7,-12.81,114.589,4,0.662670206
TRAJTOI128F9335EEC,Beenie Man,Imagination,soul and reggae,0,230.24281,0.481339309,5,-6.171,159.248,4,0.729212274
TRAJUXT128F932B03C,Buju Banton,Searching,soul and reggae,1,256.78322,0.505883169,2,-13.139,85.988,4,0.710374813
TRAJVOJ128F93135D3,Gene Chandler,Rainbow '65 (part 2) - Live,classic pop and rock,1,163.29098,0.393762699,6,-14.89,175.028,3,0.570016703
TRAJVMY128F147BF78,Alvin YoungbloodåÊHart,Ouachita Run (Album Version),folk,1,159.39873,0.348434197,9,-18.909,195.223,1,0.523653408
TRAIJLI128F92FC94A,Stevie Ray Vaughan And Double Trouble,Mary Had A Little Lamb,jazz and blues,1,166.73914,0.544257506,8,-14.373,122.546,4,0.78303711
TRAIIHN128F42AA377,Vusi Mahlasela,Amdokwe,folk,1,250.48771,0.375914688,2,-10.29,120.024,3,0.59419662
TRAIINI128F426C8DD,Tam Tam Go!,Hypnotise The Cat,pop,1,216.63302,0.316692162,6,-6.55,133.45,4,0.515044056
TRAIHWC128F9331CF0,Sizzla,Love & Devotion,soul and reggae,0,197.48526,0.457981674,5,-6.382,131.868,5,0.732571745
TRAIHSY128F1484AB6,Irma Thomas,I'm Gonna Cry Til' My Tears Run Dry,classic pop and rock,0,146.88608,0.441106359,5,-10.22,183.882,3,0.623823768
TRAIRVF128F932B0D6,Hermeto Pascoal,Little Cry For Him (Chorinho Pra Ele) (LP Version),jazz and blues,1,131.36934,0.406582929,0,-9.349,179.161,1,0.579273042
TRAIYAT128F931FEA5,The Jets,Curiosity,punk,0,280.65914,0.391242506,10,-9.923,122.954,4,0.565482351
TRAIADF12903D0023E,Mikey Dread,Hot Cross Bun,classic pop and rock,0,193.12281,0.360445766,6,-8.173,132.088,4,0.58568315
TRAIAUB12903CDFB3D,Bob Marley,Small Axe,soul and reggae,1,224.96608,0.570106512,11,-9.715,101.121,1,0.778835827
TRAIDUU128F145B15D,Suzi Quatro,Mama's Boy,classic pop and rock,1,217.46893,0.406642649,4,-11.314,168.165,1,0.627361447
TRAIETL128F14B0696,The Stooges,Studio Dialogue (#19),classic pop and rock,0,43.91138,0.497050959,11,-22.115,100.353,3,0.732603394
TRAITOL128F148528B,THE CHIFFONS,When Summer's Through,classic pop and rock,1,156.36853,0.398349517,4,-9.059,113.431,4,0.599536502
TRAIQKO128F92E5970,Simply Red,Maybe Someday...,classic pop and rock,0,258.08934,0.498563611,0,-9.38,83.73,4,0.731590592
TRAIQNE128F423851B,Ayo,Life Is Real,soul and reggae,1,534.62159,0.390641236,0,-9.158,122.91,4,0.522590185
TRAIQVJ128F93235B3,Robben Ford,Spoonful,jazz and blues,1,367.98649,0.383877494,2,-6.626,126.42,4,0.604820432
TRAIUSY12903CF0C92,Eluveitie,(Do)Minion,metal,0,307.69587,0.527492981,11,-4.367,110.018,4,0.764566084
TRAIVFK128F932C825,Eluveitie,A Girls Oath,metal,0,78.18404,0.527492981,0,-14.481,111.127,3,0.764566084
TRAIVMM12903CFAD62,Bob Marley,Lively Up Yourself,soul and reggae,1,173.24363,0.570106512,2,-7.236,127.765,4,0.778835827
TRAIVRV128F426D8A9,David Zinman;Pittsburgh Symphony Orchestra,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,classical,0,641.48853,0.333108829,0,-25.895,170.899,7,0.407997239
TRAIVMM128F4266056,Keb'Mo',Anybody Seen My Girl,classic pop and rock,1,176.5873,0.472281211,7,-15.608,79.151,4,0.632130913
TRAIVLC12903CF3A0C,Steel Pulse,Ku Klux Klan,soul and reggae,1,231.49669,0.502974636,6,-6.092,153.052,4,0.698452539
TRAHCRI128F4255C6E,Asleep At The Wheel,Let Me Go Home Whiskey,folk,1,254.58893,0.461023016,9,-16.261,142.479,4,0.60425956
TRAHHSV128F42374E3,John Stevens,I Only Have Eyes For You (Album Version),jazz and blues,1,245.44608,0.376349323,10,-12.785,244.366,4,0.496291469
TRAHXZJ128F930C784,Seamus Egan,McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),folk,1,277.18485,0.327954754,2,-10.638,61.82,1,0.477180009
TRAHXBP128F92E7528,Donna The Buffalo,Garden Of Eden,folk,0,231.73179,0.374530029,5,-6.079,130.545,4,0.575532412
TRAHOUO12903CB8F75,The Del McCoury Band,Rain Please Go Away,folk,1,161.95873,0.362218957,11,-11.68,104.79,4,0.608703568
TRAHBWK12903D0044A,Burning Spear,Walking In Dub,classic pop and rock,0,146.88608,0.46527021,11,-13.615,135.033,1,0.6742378
TRAHSYA128F428143A,Screamin' Jay Hawkins,I Put a Spell on You,classic pop and rock,0,211.33016,0.467565441,5,-6.56,130.335,1,0.719492291
TRAHFYH128F92CE223,Trivium,Shogun [with fade_ for special edition],metal,0,678.76526,0.494206855,11,-4.002,140.112,4,0.847754656
TRAHFQG128F149892A,Terry Callier,Satin Doll,classic pop and rock,1,258.19383,0.416173065,7,-19.933,92.927,3,0.706827671
TRAHFSC128F92EACAB,The Chieftains,The Raggle Taggle Gypsy,folk,0,187.92444,0.378969801,7,-6.984,210.957,4,0.662670206
TRAHPUC128F92D1EC3,Hot Tuna,Death Don't Have No Mercy,folk,1,375.562,0.405178359,2,-15.202,116.806,1,0.567278871
TRAHPKH128F423764D,Ben E. King,You Made The Difference To My Life (LP Version),classic pop and rock,0,339.66975,0.478780074,4,-12.652,208.338,4,0.688638654
TRAHWNG128F932AFB7,Ayo,Down On My Knees,soul and reggae,0,240.95302,0.390641236,7,-10.372,182.705,4,0.522590185
TRAHZAL128F9323495,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,The Dance at The Gym,punk,1,185.99138,0.391242506,7,-14.953,111.506,3,0.565482351
TRAHZOF12903CF3F75,Jacob Young,Print,jazz and blues,1,335.93424,0.294861262,5,-21.498,77.635,5,0.495445922
TRAHGGH128F425529F,Vusi Mahlasela,Pata Pata,folk,1,273.31873,0.375914688,2,-6.144,137.942,4,0.59419662
TRAHGMV128F92CD444,Casiotone For The Painfully Alone,Town Topic (Instrumental),dance and electronica,1,115.17342,0.394217199,0,-7.807,125.663,1,0.665322162
TRAHKGQ128F1458CAB,Brand X,Collapsar,classic pop and rock,0,95.76444,0.363675677,2,-27.885,158.578,4,0.601305751
TRAHUCB128F930E732,Marisela,Un Amor En El Olvido,pop,1,200.28036,0.389877126,2,-9.437,84.81,4,0.570609658
TRAHUWM128F42801C0,Keb' Mo',I'm Amazing,classic pop and rock,1,194.48118,0.472281211,7,-10.981,88.746,1,0.632130913
TRAHVBF12903CB81F3,The Del McCoury Band,Gone But Not Forgotten,folk,1,188.49914,0.362218957,0,-7.659,170.079,1,0.608703568
TRAHVZW128F146477A,Between The Buried And Me,Use Of A Weapon (Album Version),metal,1,291.39546,0.546545162,1,-5.765,179.406,4,0.840590438
TRAHVVX128F4273BCC,The Flies,All Too Human,classic pop and rock,0,222.40608,0.400208058,5,-11.814,95.051,3,0.541745664
TRAXCZO12903CB819D,The Del McCoury Band,She Can't Burn Me Now,folk,1,234.16118,0.362218957,0,-6.748,127.257,1,0.608703568
TRAXIPO128F14923B2,Carpenters,An Old Fashioned Christmas,classic pop and rock,1,134.60853,0.537209539,10,-17.001,80.182,4,0.641963523
TRAXIES128F426C8F0,Tam Tam Go!,Belleza Pasajera,pop,1,190.04036,0.316692162,7,-11.324,141.394,4,0.515044056
TRAXHEX128F92D28D4,Pat Metheny,Letter from Home,jazz and blues,0,166.26893,0.463979514,5,-27.754,87.559,1,0.725974866
TRAXHFE128F93065A9,Gregory Isaacs,Out Deh,classic pop and rock,1,216.5024,0.451998594,5,-10.918,138.356,4,0.70947262
TRAXHFY128F932E4E7,Devanic,You Live_ You Die,metal,1,210.88608,0.25109374,4,-5.419,112.427,4,0.489712436
TRAXXOL128F92E7529,Donna The Buffalo,Broken Record,folk,1,196.75383,0.374530029,4,-5.864,86.012,4,0.575532412
TRAXXJZ12903CF1731,Jackie Wilson,Each Time (I Love You More),classic pop and rock,1,141.81832,0.419408141,0,-14.819,106.328,3,0.693327979
TRAXOWL128F9343C95,Natalie Cole,Busted,jazz and blues,1,236.19873,0.507781667,5,-7.092,167.697,3,0.69044755
TRAXBFN12903C9D50E,Sub Focus,Juno,dance and electronica,1,292.98893,0.515597568,0,-5.036,173.903,4,0.737893872
TRAXNKL128F42AFD92,Soul Asylum,Slowly Rising,classic pop and rock,1,235.20608,0.466775622,7,-5.225,151.941,4,0.690080124
TRAXSWS128F4254E1A,ARRESTED DEVELOPMENT,Natural (2002 Digital Remaster),classic pop and rock,1,270.36689,0.415441656,1,-7.248,116.032,4,0.701118744
TRAXPGM128F428BBA6,Natalie Cole,Don't Get Around Much Anymore,jazz and blues,1,154.61832,0.507781667,8,-15.084,118.222,4,0.69044755
TRAXUBG128F9332164,The Sonics,Love Lights,classic pop and rock,0,171.15383,0.449608088,9,-14.876,163.371,3,0.653340693
TRAXULE128F9320132,Fontella Bass,Rescue Me,classic pop and rock,0,165.72036,0.392579878,11,-9.155,124.369,1,0.558916244
TRAOJNB128F147C52F,Soul Asylum,Long Day (Album Version),classic pop and rock,0,166.26893,0.466775622,11,-11.207,70.778,4,0.690080124
TRAOIRH128F427C366,Keb' Mo',Dangerous Mood,classic pop and rock,1,297.66485,0.472281211,0,-9.032,106.802,3,0.632130913
TRAOXEU128F4299BE5,Glen Campbell,Woodcarver,classic pop and rock,1,202.70975,0.481024239,1,-8.472,152.082,3,0.67159627
TRAOYHS128F427EF8B,Daniel Johnston,Desperate Man Blues,dance and electronica,1,219.76771,0.473613189,9,-24.308,92.938,1,0.713322147
TRAOASQ128F429822C,Suzi Quatro,Kids Of Tragedy,classic pop and rock,1,207.882,0.406642649,4,-11.38,124.519,4,0.627361447
TRAOPNO128F92CE9BC,Sam Baker,Just A Glance Away,folk,1,167.10485,0.341512969,7,-17.756,95.882,1,0.688332484
TRAOPTT128F145837E,Danny Wilson,Spencer-Tracey,classic pop and rock,0,92.42077,0.362902986,9,-14.655,158.208,4,0.559991415
TRAOTHS12903D07021,Mick Hucknall,I Love You More Than You'll Ever Know,classic pop and rock,0,406.93506,0.321215726,1,-10.452,107.398,1,0.474581232
TRAOUOI128F4290E44,Jim Reeves,Rosa Rio,classic pop and rock,1,175.01995,0.462190105,11,-11.727,158.763,3,0.624252499
TRAOVDL128F931FB30,Jackie Wilson,If I Can't Have You,classic pop and rock,1,101.77261,0.419408141,10,-10.283,161.728,4,0.693327979
TRAOVVK128F932E4EF,Devanic,I Am,metal,1,336.06485,0.25109374,4,-7.071,87.044,4,0.489712436
TRAMBYY12903CD7379,Big Star,Till The End Of The Day (Alternate Mix),classic pop and rock,0,133.45914,0.496508119,2,-6.097,144.717,4,0.741040433
TRAMBRA128F92D257A,The James Taylor Quartet,The Obsession,jazz and blues,0,283.37587,0.434253341,4,-5.415,204.791,7,0.583178831
TRAMNAO128F92FACF2,The Robert Cray Band,Bad Influence,classic pop and rock,0,173.322,0.382549929,1,-7.933,127.373,4,0.566329185
TRAMEBP12903CD7EEA,Mink DeVille,Heaven Stood Still,classic pop and rock,1,173.92281,0.367869339,7,-20.055,41.945,4,0.546460288
TRAMEQB128F42710BB,Pierre Boulez,"Pli Selon Pli (""fold according to fold"")/IV.  Improvisation sur MallarmÌ© III",classical,0,956.60363,0.40010771,0,-18.628,47.794,1,0.561744804
TRAMPCN12903CC4E5B,Big Mountain,Where Do The Children Play? (LP Version),classic pop and rock,1,216.05832,0.422380409,2,-7.885,149.169,4,0.62350166
TRAMPPQ128F92C2E36,Stevie Ray Vaughan And Double Trouble,Come On (Pt. III),jazz and blues,1,256.13016,0.544257506,4,-9.716,158.136,1,0.73379894
TRAMWDI128F92FF678,Grizzly Bear,Deep Blue Sea (Daniel Rossen home recording),classic pop and rock,1,351.50322,0.54724366,9,-14.372,85.003,4,0.760636112
TRAMWIC128F92FCC79,Stephen Marley / Damian Marley,The Mission,soul and reggae,0,273.89342,0.477178834,9,-7.842,115.823,4,0.724813068
TRAMZVC128F92E0729,Red Stick Ramblers,Why_ Now Baby?,folk,1,194.0371,0.376048749,2,-9.265,101.235,1,0.550752435
TRAMGAZ128F148D4C3,J.J. Cale & Eric Clapton,Sporting Life Blues (Album Version),classic pop and rock,1,211.17342,0.435468899,5,-14.259,113.151,3,0.675771367
TRAMGJJ128F421487E,Lionel Richie,In My Dreams,soul and reggae,1,296.09751,0.553071991,4,-9.163,84.821,4,0.776675856
TRAMTTD128F42246F3,Gene Chandler,Festival Of Love,classic pop and rock,1,148.11383,0.393762699,5,-15.631,92.293,3,0.570016703
TRAMKPP128F92F6F0C,Irma Thomas,I Gave You Everything,classic pop and rock,0,173.26975,0.441106359,6,-13.332,130.839,1,0.623823768
TRAMKKJ128F1463612,Burning Spear,Tumble Down,classic pop and rock,1,217.93914,0.46527021,8,-14.241,101.799,1,0.6742378
TRAMUYQ128F428CA58,Patti Smith,Lo and Beholden,classic pop and rock,0,283.19302,0.504964406,2,-8.342,97.147,4,0.737001277
TRAMUOU12903CD599E,Natalie MacMaster,Father John Macleod's Jig,folk,1,175.49016,0.380809326,2,-10.359,109.097,3,0.553176509
TRARJEK128F930B3AA,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather,jazz and blues,1,281.05098,0.544257506,1,-9.882,121.616,4,0.78303711
TRARXIQ128F9354D9C,ARRESTED DEVELOPMENT,Since The Last Time,classic pop and rock,1,218.06975,0.415441656,1,-6.25,177.886,4,0.701118744
TRARXVP12903CF39FE,Steel Pulse,Role Model,soul and reggae,0,262.47791,0.502974636,1,-6.53,156.084,4,0.698452539
TRARRER128F9328521,Brand X,Liquid Time (composition by John Goodsall),classic pop and rock,1,279.35302,0.363675677,9,-12.474,99.024,4,0.601305751
TRARBGR128F42264D1,Lesley Gore,It's My Party,classic pop and rock,1,140.2771,0.389100776,9,-7.541,129.161,1,0.606925359
TRARNZA128F424EC6A,Bob Marley & The Wailers,Rainbow Country (Red Gold And Green Version),soul and reggae,0,258.29832,0.570106512,8,-5.308,152.99,4,0.778835827
TRARNZV128F930CDFB,Alvin Youngblood Hart,Screamin' & Hollerin' The Blues,folk,1,208.84853,0.348434197,3,-9.186,111.523,1,0.523653408
TRAREZN128F424E0FA,Plies,Goons Lurkin (Instrumental Album Version),soul and reggae,1,233.42975,0.547940429,9,-9.545,110.933,4,0.919517092
TRARPCK128F92FEA7F,Grizzly Bear,Little Brother,classic pop and rock,0,384.67873,0.54724366,4,-14.199,169.038,4,0.760636112
TRARPZT128F932AD66,Natalie Cole,The Gift,jazz and blues,1,194.53342,0.507781667,4,-15.222,115.45,4,0.69044755
TRARWSY128F92FE87E,Chris Clark,Gavel Obliterated,soul and reggae,0,226.11546,0.39846996,11,-7.551,102.093,3,0.597281478
TRARGZR128F92E28D6,Hot Tuna,Parchman Farm,folk,0,461.71383,0.405178359,1,-9.989,138.512,4,0.567278871
TRARTGG128F424ABCD,Danny Wilson,Get Happy,classic pop and rock,1,126.53669,0.362902986,5,-8.515,92.591,4,0.559991415
TRARTYI128F427E74C,The Chap,Volumatic Spacer Device,classic pop and rock,0,207.28118,0.457611174,6,-8.337,123.007,4,0.612657824
TRARKEH128F1463CB2,The Sensational Alex Harvey Band,Delilah,classic pop and rock,1,316.81261,0.414667368,5,-12.936,90.689,3,0.569860089
TRARQWJ128F92E9CCA,Little Feat,Day Or Night [Live Album Version],classic pop and rock,1,330.73587,0.479187492,4,-8.163,93.42,1,0.674918816
TRARUFE128F92F5D21,R. Carlos Nakai,Blood Round Dance Song (World),folk,0,146.33751,0.376939984,1,-25.651,104.989,1,0.577276089
TRARVVB128F4264CEB,Alvin Youngblood Hart,Livin' In a Strain,folk,1,231.10485,0.348434197,2,-14.039,112.717,1,0.523653408
TRAYJOQ128F42AD10C,Dale Hawkins,Wish I Hadn't Called Home,classic pop and rock,1,114.65098,0.380556728,2,-14.359,42.897,4,0.546012784
TRAYJLA128F4267A6A,The Chap,They Have a Name,classic pop and rock,1,145.50159,0.457611174,8,-12.919,149.978,4,0.612657824
TRAYYGG128F1483C70,Shawn Colvin,These Four Walls,folk,1,177.18812,0.446732968,9,-8.446,165.597,5,0.685502832
TRAYBNB12903CE2D9D,Cyril Pahinui,Mauna Loa (Vocal),folk,1,458.91873,0.309811508,10,-11.688,130.974,1,0.423018345
TRAYBNV128F92E272B,Jeff Beck,Angel [Footsteps] (Album Version),classic pop and rock,1,341.34159,0.529995833,1,-10.529,152.874,4,0.747684076
TRAYDJL128F145F261,Suzi Quatro,Too Big,classic pop and rock,0,200.202,0.406642649,4,-8.28,114.638,4,0.627361447
TRAYEKM128F92FB049,Donna The Buffalo,Each & Every Direction,folk,1,376.29342,0.374530029,9,-6.894,131.671,4,0.575532412
TRAYLOZ12903CF2EBA,Sharon Shannon_ Carol Keogh,Summer Sands (feat. Carol Keogh),folk,1,199.88853,0.367071449,8,-9.565,85.999,4,0.585161207
TRAYWVN128F42B972B,Terry Callier,Holdin' On,classic pop and rock,1,327.05261,0.416173065,0,-10.859,95.861,4,0.706827671
TRAYZLG128F92F3BCD,Mikey Dread,Quest for Oneness,classic pop and rock,1,184.47628,0.360445766,11,-9.791,157.983,4,0.58568315
TRAYGYF128F930CA01,Solas,Clothes Of Sand,folk,0,255.97342,0.366348439,11,-9.758,87.848,4,0.602360696
TRAYTDZ128F93146E3,Stevie Ray Vaughan And Double Trouble,Mary Had A Little Lamb,jazz and blues,1,166.73914,0.544257506,8,-14.373,122.546,4,0.78303711
TRAYVNF128F42986EC,Dub Pistols feat. TK & JMS,Open (Koobas Koobatronmix),dance and electronica,0,238.18404,0.417068912,1,-6.357,108.998,4,0.687619666
TRAYVCS12903CE1ED8,Buju Banton,Excerpt Of A Speech By Marcus Mosiah Garvey,soul and reggae,1,56.842,0.505883169,1,-21.569,104.775,5,0.710374813
TRAACPE128F421C1B9,Terry Callier,Do You Finally Need A Friend,classic pop and rock,1,342.56934,0.416173065,6,-11.939,110.189,3,0.706827671
TRAAJNM12903CF4750,James Hunter,Cowboy Ways,jazz and blues,1,188.73424,0.431526919,2,-7.04,114.971,4,0.625443262
TRAAIDY128F92CA454,Hot Tuna,Candy Man,folk,1,239.59465,0.405178359,0,-9.275,172.398,1,0.567278871
TRAAIGD12903CA2F3C,Rory Block,Three Is a Crowd,folk,1,266.05669,0.343185045,1,-13.836,90.101,1,0.513829587
TRAAIAN12903CFF16D,Horace Andy,Thank You Lord,classic pop and rock,1,176.27383,0.374271174,2,-11.479,151.911,4,0.626436382
TRAAIHL128F92E6DDA,Boyz II Men,On Bended Knee,soul and reggae,1,329.27302,0.601184942,8,-7.103,116.473,4,0.790922848
TRAAHZP12903CA25F4,Organized Konfusion,Hate,hip-hop,0,198.3473,0.412671631,11,-8.709,175.769,4,0.683719468
TRAAMFG128F92FDEA2,Natalie Cole,Take A Look  (LP Version),jazz and blues,1,185.7824,0.507781667,8,-13.251,88.489,1,0.69044755
TRAAABD128F429CF47,The Box Tops,Soul Deep,classic pop and rock,0,148.03546,0.417499645,6,-9.843,121.274,4,0.630630038
TRAABJV128F1460C49,Lionel Richie,Tonight Will Be Alright,soul and reggae,1,307.3824,0.553071991,3,-8.346,125.197,3,0.776675856
TRAADHS12903CE70A9,Jacob Young,In A Subtle Way,jazz and blues,1,456.30649,0.294861262,1,-19.478,89.667,4,0.495445922
TRAADLX128F1469250,Loudon Wainwright III,Human Cannonball,folk,1,190.48444,0.442765842,3,-15.663,102.428,4,0.661080168
TRAADOF12903CAA1C1,John Hammond,I Can't Be Satisfied,folk,1,195.3171,0.452817838,7,-10.7,123.142,4,0.590692918
TRAADQX128F422B4CF,Casiotone For The Painfully Alone,Nashville Parthenon,dance and electronica,1,175.72526,0.394217199,0,-10.93,141.919,4,0.665322162
TRAADNA128F9331246,Stevie Ray Vaughan,Crossfire,jazz and blues,1,248.78975,0.544257506,1,-7.805,116.721,4,0.73379894
TRAAPPQ128F14961F5,The B-52's,Wig,classic pop and rock,1,261.74649,0.537537201,0,-9.628,124.086,4,0.681598553
TRAAWUH128F427F12C,The Field Mice,When Morning Comes To Town,classic pop and rock,1,316.73424,0.409292117,3,-15.54,162.682,4,0.60542429
TRAAZIE128F427961E,Danny Wilson,The Second Summer Of Love,classic pop and rock,1,167.20934,0.362902986,7,-7.928,196.034,4,0.559991415
TRAAZQW128F93430DC,Shawn Colvin,Another Long One,folk,1,224.60036,0.446732968,8,-13.256,210.871,4,0.68550363
TRAAZGC12903CB5DFB,The Jeff Healey Band,Hoochie Coochie Man,classic pop and rock,1,313.7824,0.414236248,7,-11.488,107.197,3,0.716854352
TRAAGJV128F1464090,Lesley Gore,It's My Party,classic pop and rock,1,136.48934,0.389100776,9,-9.091,129.122,1,0.606925359
TRAAGNL128F4299BF1,Glen Campbell,I'm Gone This Time,classic pop and rock,0,142.75873,0.481024239,1,-11.335,137.29,4,0.67159627
TRAAKNS12903CC5198,Robben Ford,I Got Over It (Album Version),jazz and blues,0,203.98975,0.383877494,11,-11.976,154.322,4,0.604820432
TRAAUSW128F426646E,Horace Andy,Musical Episode,classic pop and rock,0,234.44853,0.374271174,10,-10.173,102.055,1,0.626436382
TRAAUGD128F42734DA,Tam Tam Go!,Spanish Shuffle (Album Version),pop,1,226.82077,0.316692162,9,-7.684,119.524,4,0.515044056
TRAAUMN128F4273561,Soul Asylum,Lies Of Hate,classic pop and rock,0,279.2224,0.466775622,11,-6.582,68.734,4,0.690080124
TRABJFO128F933DD61,Gregory Isaacs,Lady Of Your Calibre,classic pop and rock,0,221.83138,0.451998594,3,-12.084,160.011,3,0.70947262
TRABIOI12903CD8B9B,Kid Sister,Daydreaming [Jakwob Remix],soul and reggae,0,277.2371,0.464517526,11,-3.573,140.026,4,0.749395045
TRABIKX128F930CE4F,Ayo,Complain,soul and reggae,1,212.71465,0.390641236,0,-11.26,128.689,4,0.522590185
TRABISL12903D08B0D,Sizzla,Too much informa,soul and reggae,0,203.96363,0.457981674,7,-6.832,190.01,4,0.732571745
TRABXWD128F425AD1E,Beenie Man Featuring Wyclef And Redman,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),soul and reggae,1,228.04853,0.481339309,1,-4.541,79.823,5,0.729212274
TRABXFI12903CC4E89,THE CHIFFONS,Doctor Of Hearts (Album Version),classic pop and rock,0,166.922,0.398349517,3,-7,120.712,3,0.599536502
TRABOOL128F426E836,Mary Black,Turning Away,folk,0,293.92934,0.376556981,5,-9.464,163.567,4,0.597113363
TRABYAR128F931B1A4,Robben Ford,Something For The Pain,jazz and blues,0,298.37016,0.383877494,9,-6.311,111.903,4,0.604820432
